Accession Number,Collector Number,Genus,Species,Habitat,Determined By,UUID
A91391,PTM725,Bossiella,exarticulata,Low intertidal,"Katy R. Hind, Paul W. Gabrielson, Cassandra Jensen, Patrick Martone",CAA8BAAC-20A3-934E-A646-397FAE9B65B2
A91392,PTM980,Bossiella,exarticulata,Low intertidal,"Katy R. Hind, Paul W. Gabrielson, Cassandra Jensen, Patrick Martone",30CA977A-6D64-2249-AFA4-8B4EABCA8DE4
A91393,PTM986,Bossiella,mayae,"Low intertidal, with Lithophyllum sp.","Katy R. Hind, Paul W. Gabrielson, Cassandra Jensen and Patrick Martone",BF2C2A92-6379-1D4C-A6DB-B380A4C7FE7F
A91394,PTM987,Bossiella,mayae,"Low intertidal, exposed; growing over barnacles and worms at west end of transect","Katy R. Hind, Paul W. Gabrielson, Cassandra Jensen and Patrick Martone",713BB4E7-833A-004C-9FB8-5648DABD2127
A91395,PTM988,Bossiella,exarticulata,"Low intertidal, exposed","Katy R. Hind, Paul W. Gabrielson, Cassandra Jensen, Patrick Martone",B58CEDFF-10DB-BB47-8BAB-DC5A82CE08EA
A91396,PTM989,Bossiella,mayae,"Low intertidal, exposed","Katy R. Hind, Paul W. Gabrielson, Cassandra Jensen and Patrick Martone",5300051C-5555-3E49-9155-5433CE78DDC5
A91397,PTM992,Bossiella,exarticulata,"Low intertidal, exposed","Katy R. Hind, Paul W. Gabrielson, Cassandra Jensen, Patrick Martone",092721D2-43AF-E546-9BC3-A3EE186014DA
A91398,PTM999,Bossiella,mayae,Low intertidal,"Katy R. Hind, Paul W. Gabrielson, Cassandra Jensen and Patrick Martone",22CD5FB5-22F4-444E-91BF-848A0518CED3
A91399,PTM1008,Bossiella,mayae,"Mid intertidal, in surge channel; under Saccharina","Katy R. Hind, Paul W. Gabrielson, Cassandra Jensen and Patrick Martone",593856A2-7573-ED44-BCAB-10A22A3F48DD
A91400,PTM1011,Bossiella,mayae,"Mid intertidal, in surge channel; under Saccharina","Katy R. Hind, Paul W. Gabrielson, Cassandra Jensen and Patrick Martone",A7D7CD32-BFBC-9243-A26C-B3986E5D9403
A91401,PTM1038,Bossiella,exarticulata,Subtidal ,"Katy R. Hind, Paul W. Gabrielson, Cassandra Jensen, Patrick Martone",DF75C30D-B7C7-5E46-887B-5E27F5C881D8
A91402,PTM1049,Bossiella,exarticulata,Subtidal ,"Katy R. Hind, Paul W. Gabrielson, Cassandra Jensen, Patrick Martone",F5E683BB-5639-474E-B4A7-7E783AF7041D
A91403,PTM1050,Crusticorallina,adhaerens,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",264C805F-1E98-B844-939C-BB5DEE66FB55
A91404,PTM1056,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",382897DC-976E-F84B-97F7-D6E2255F7C40
A91405,PTM1059,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",7F7E36EF-AE5E-134F-9ADA-44B79424EAAC
A91406,PTM1060,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",81C4F605-E92B-D642-9DC8-0E9A88D97289
A91407,PTM1070,Crusticorallina,painei,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",66DDD0BE-BA30-2746-BC48-29400B3FFF86
A91408,PTM1080,Crusticorallina,adhaerens,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",BF548EF1-D89F-9041-B3C5-2C4F515E9231
A91409,PTM1081,Crusticorallina,adhaerens,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",5AE5D6A6-7BDD-0A4E-BC81-28F284BAF0F2
A91410,PTM1104,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",D7629F25-4E8E-174F-BCEC-5E63EC3974A3
A91411,PTM1109,Crusticorallina,adhaerens,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",9EAF419B-62E6-CD40-8FB7-6E287A0B3DD4
A91412,PTM1111,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",B0A141F6-5A35-CA4A-9747-A17FA7EF2AB6
A91413,PTM1118,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",8E8FD704-BCF8-B04A-8B55-3430220AA698
A91414,PTM1119,Crusticorallina,adhaerens,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",1713060C-A08D-2A46-909C-35BB1A49B72F
A91415,PTM1122,Crusticorallina,adhaerens,Subtidal ,Patrick T. Martone and Katy R. Hind,635327A0-FBA8-0049-9906-2EF7D524B994
A91416,PTM1124,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",40354051-00ED-0C44-89B1-2C7C2AA738E7
A91417,PTM1130,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",06EA4302-A980-914C-BEA6-25507E516593
A91418,PTM1132,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",D99AC0BB-63C8-4A4A-8CE5-EF8A05E18A5B
A91419,PTM1137,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",922A956A-E4A6-3F49-A082-B2C802FF7352
A91420,PTM1144,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",4CC0FE46-B4C9-2C47-A436-86D81AD2622D
A92124,PTM1145,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",189653E3-0274-2E4A-9274-61AE5A541496
A91421,PTM1150,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",C81DC0DD-F69A-5C45-8E06-376F1C53FAC9
A92125,PTM1151,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",8368DD38-5E22-3545-A906-45FFDCB97CC7
A92126,PTM1156,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",579DF2EA-7385-5640-A33E-BCEEE8AB2BD2
A92127,PTM1161,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",0665C303-156E-B247-9974-0A606FF5C193
A91422,PTM1193,Crusticorallina,adhaerens,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",D63F35C6-F1ED-BA4E-87AF-3B6C93489B00
A91423,PTM1199,Crusticorallina,painei,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",D07577F1-6699-AD4D-A0B5-0B4BCB3BBA44
A91424,PTM1203,Crusticorallina,muricata,Subtidal; Derbesia in worm tubes,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",674327D7-9DE8-154B-ACB5-A5E134DA4CAB
A92128,PTM1204,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",AA48D1B7-4979-DD40-BCCA-24C693F10916
A91425,PTM1220,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",4184434E-B325-A247-B8A9-08CB7A037C56
A92129,PTM1223,Crusticorallina,muricata,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",08533683-07A8-6547-B683-D4AE4B680F65
A91426,PTM1299,Pseudolithophyllum,muricatum,Lower mid intertidal,Patrick T. Martone and Katy R. Hind,16A6C37B-F5F7-2D4C-B466-A9D94D53B683
A91427,PTM1300,Pseudolithophyllum,whidbeyense,Lower mid intertidal,Patrick T. Martone and Katy R. Hind,185AE86C-A2A4-3646-AA0B-786A38D00610
A91428,PTM1301,Pseudolithophyllum,whidbeyense,Lower mid intertidal,Patrick T. Martone and Katy R. Hind,9CD28B61-A710-854A-B27A-F44CEFD10476
A91429,PTM1302,Coralline,NA,Lower mid intertidal,Patrick T. Martone and Katy R. Hind,D5856051-71F8-2947-912C-45204F52A56C
A91430,PTM1191,Chiharaea,americana,Subtidal ,Patrick T. Martone and Katy R. Hind,A74642C5-F609-4840-8692-2804744CFC34
A91431,PTM1192,Crusticorallina,painei,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",A06AEC82-020C-4444-AA35-657EF06028E5
A92016,PTM1041,Crusticorallina,adhaerens,Subtidal ,"Patrick T. Martone, Katharine R. Hind",99248CBC-F642-EE43-9604-15761A21157E
A92937,PTM1399,Corallina,pilulifera,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",8F17DE8D-78C1-604C-89DF-E01B3D22B27C
A92938,PTM1400,Corallina,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",7EE059A4-BF0F-094B-9316-768FE4874A64
A92939,PTM1401,Corallina,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",E3F56314-1265-8445-B9B2-1410A6BF9F4A
A92940,PTM1402,Corallina,sp.,"Mid intertidal, under Saccharina sp.","Patrick T. Martone, Katharine R. Hind",AAFA80DE-2C34-234A-8609-2B9BEE2B10D8
A92941,PTM1403,Corallina,sp.,"Mid intertidal, under Saccharina sp.","Patrick T. Martone, Katharine R. Hind",DBFDBCA0-E109-644A-8ED5-C99AC67F952B
A92942,PTM1404,Corallina,caespitosa,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",F17DDBFD-E2E8-104B-9C2B-C1267D328AA6
A92943,PTM1405,Corallina,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",1A288904-C68B-844E-89E7-BB0D1D3D62BD
A92944,PTM1406,Corallina,caespitosa,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",C8B9825F-47DE-2545-8A45-DF629C7149F2
A92945,PTM1407,Corallina,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",CE2343BD-3749-3A4E-9746-436771990B64
A92946,PTM1408,Corallina,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",0FC294CF-C0AA-984F-AEC7-3338AD15952B
A92947,PTM1409,Corallina,sp.,"Mid intertidal, under Saccharina sp.","Patrick T. Martone, Katharine R. Hind",B14C8862-1631-E74F-9CE9-32AF0AA57258
A92948,PTM1410,Corallina,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",8870C2EE-3F2D-B346-8F11-5CCDAAD8F1F2
A92949,PTM1411,Corallina,sp.,"High intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",C5DBE5F6-0A5A-674D-BEAA-E6D1B36354A2
A92950,PTM1412,Corallina,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",53786D21-4B88-DF46-8B3B-F8FC234DA017
A92951,PTM1413,Lithophyllum,sp.,"Mid intertidal, on Anhfeltiopsis sp.","Patrick T. Martone, Katharine R. Hind",B4E20EBF-3523-4146-B253-64A2A1C1EC60
A92952,PTM1414,Pneophyllum,sp.,"Low intertidal, on Phyllospadix sp.","Patrick T. Martone, Katharine R. Hind",2956E2F0-AF44-6441-93EA-6347BFA5DFF9
A92953,PTM1415,Corallina,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",DFB21214-8019-774C-AB2D-54074811A70A
A92954,PTM1416,Corallina,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",E2DE62C6-B1B5-9648-B817-928386E759E2
A92955,PTM1417,Corallina,sp.,Low intertidal,Patrick T. Martone,8786E558-45CD-1A4D-9727-56CB69A3E8A0
A92956,PTM1418,Corallina,officinalis,Low intertidal,"Patrick T. Martone, Katharine R. Hind",A140D09D-3B1C-854D-83E6-480CBDC434D1
A92957,PTM1419,Corallina,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",D40A22C6-8E87-3446-AF53-23A5FF8FFCE5
A92958,PTM1420,Corallina,officinalis,Low intertidal,"Patrick T. Martone, Katharine R. Hind",D0F2A8D6-B5E3-4B4B-B0FF-E061E9CDC709
A92959,PTM1421,Corallina,sp., ,"Patrick T. Martone, Katharine R. Hind",F501B741-FF5E-F348-909F-7A316ABB99EC
A92960,PTM1422,Corallina,sp.,High intertidal,"Patrick T. Martone, Katharine R. Hind",AE43E84C-CE08-1940-AAE0-F573C1D8A01D
A92961,PTM1423,Corallina,sp.,Upper mid intertidal,"Patrick T. Martone, Katharine R. Hind",A6E58685-CA38-AD4B-86B0-3CBCBB1E874C
A92962,PTM1424,Corallina,sp.,"High intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",819858F5-04D3-A54B-9BAD-57354349C271
A92963,PTM1425,Lithothamnion,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",80D0FE8E-261E-8B4E-9FF0-2EC6BFE43815
A92964,PTM1426,Lithothamnion,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",8F072BAA-F2C7-284E-A031-915B34915D68
A92965,PTM1427,Lithophyllum,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",85C31D8A-0744-ED44-975C-B693BF319349
A92966,PTM1428,Lithophyllum,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",D94BD498-4253-4E41-BBE1-80D928FF4E32
A92967,PTM1429,Coralline,NA, ,"Patrick T. Martone, Katharine R. Hind",36B59065-1101-9645-BFE0-BA260633CB8C
A92968,PTM1430,Lithothamnion,sp., ,"Patrick T. Martone, Katharine R. Hind",18B3C39C-D25B-DD4D-BAD8-D3306DF86A66
A92969,PTM1431,Coralline,NA, ,"Patrick T. Martone, Katharine R. Hind",CE4BBE16-C249-F247-B98C-207B5BBD7605
A92970,PTM1432,Alatocladia,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",9A19FF96-625E-D347-8BCB-58419A89EFB6
A92971,PTM1433,Alatocladia,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",F63BD45E-0D93-5740-A92E-9215CBC2894F
A92972,PTM1434,Alatocladia,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",15901873-7876-6648-8C3D-D1F2284A3780
A92973,PTM1435,Alatocladia,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",660C168F-A6C7-8D44-BC3F-8B047C929DC0
A92974,PTM1436,Corallina,caespitosa,Low intertidal,"Patrick T. Martone, Katharine R. Hind",1206B424-1BDD-3B45-83EB-8714B19C9B02
A92975,PTM1437,Corallina,caespitosa,Lower mid intertidal,"Patrick T. Martone, Katharine R. Hind",CB86544E-F66E-F24C-9746-D056BA383E9C
A92976,PTM1438,Corallina,caespitosa,"High intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",C10678B8-B39F-074C-B9A4-840B01C7907B
A92977,PTM1439,Corallina,sp.,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",09E1AF05-8D64-C247-A276-3B8DA6696A7F
A92978,PTM1440,Corallina,sp.,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",EA5E4FAB-21B8-D44B-A2E2-520CD23C255A
A92979,PTM1441,Corallina,caespitosa,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",7C9EB6DB-B20E-AE47-A960-210EB1A22989
A92980,PTM1442,Corallina,sp.,Lower mid intertidal,"Patrick T. Martone, Katharine R. Hind",2409FF2F-668F-3E45-922F-BB6B3D808F08
A92981,PTM1443,Corallina,caespitosa,Lower mid intertidal,"Patrick T. Martone, Katharine R. Hind",76A0C7C3-7508-B34E-B0AA-D09C0361BB02
A92982,PTM1444,Coralline,NA,High intertidal,"Patrick T. Martone, Katharine R. Hind",BB461B8E-8E9B-FE47-8A1F-A4C494541BDE
A92983,PTM1445,Corallina,abberans,Lower mid intertidal,"Patrick T. Martone, Katharine R. Hind",D337192E-F525-0D45-A13E-F60F6F2C23E7
A92984,PTM1446,Corallina,caespitosa,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",77A81D78-A147-CE41-931C-46DBAA04D355
A92985,PTM1447,Corallina,crassisima,Lower mid intertidal,"Patrick T. Martone, Katharine R. Hind",C4A99C88-3FAF-3644-A212-9533824CFECD
A92986,PTM1448,Alatocladia,modesta, ,"Patrick T. Martone, Katharine R. Hind",BF006B40-98B7-6441-9CC2-3A82BFE161E4
A92987,PTM1449,Corallina,caespitosa,"Upper mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",DB6D21D0-D6EB-CC46-8981-D03E6F508011
A92988,PTM1450,Corallina,declinata, ,"Patrick T. Martone, Katharine R. Hind",04D98664-D4D6-0942-ACFC-8B6C06B262CB
A92989,PTM1451,Corallina,caespitosa,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",E076FB94-1A8D-DF41-9F01-078ABC732115
A92990,PTM1452,Corallina,crassisima,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",1A5E152C-712B-FB48-9360-2786C8FE3838
A92991,PTM1453,Amphiroa,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",3C113C45-F882-9E44-8E87-1A511F5880CE
A92992,PTM1454,Corallina,caespitosa,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",767A4B9C-72B1-5E4E-B006-7934ABBB1CBD
A92993,PTM1455,Corallina,declinata, ,"Patrick T. Martone, Katharine R. Hind",B2028160-8E08-FD42-928A-0ABFBB5A3D34
A92994,PTM1456,Amphiroa,zonata,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",606381AA-1133-594C-98B0-9F5FB979BAE8
A92995,PTM1457,Corallina,sp., ,"Patrick T. Martone, Katharine R. Hind",04C27B4D-7DBC-9242-8E56-9D3D07BB0338
A92996,PTM1458,Corallina,caespitosa, ,"Patrick T. Martone, Katharine R. Hind",DDAA65C6-5FA2-6843-8328-3798CA3BB14F
A92997,PTM1459,Corallina,caespitosa, ,"Patrick T. Martone, Katharine R. Hind",BA96290C-C500-3A4E-9732-226DE4CBD84F
A92998,PTM1460,Corallina,caespitosa,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",72C992CB-B0B0-FE46-942B-2D50F173C4FB
A92999,PTM1461,Corallina,caespitosa,"Mid intertidal, exposed","Patrick T. Martone, Katharine R. Hind",2448C924-A3ED-FE47-BA6E-A36D9858DFD3
A93000,PTM1462,Alatocladia,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",E92465E5-423E-E64E-ADBE-4E49C7DB73E4
A93001,PTM1463,Corallina,maxima, ,"Patrick T. Martone, Katharine R. Hind",C1C92038-28DF-F540-AE29-2B0F2521C7B0
A93002,PTM1464,Corallina,abberans,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",5C7FD531-5A39-2140-AE95-F61D2836089A
A93003,PTM1465,Coralline,NA,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",1494B28A-3BE2-E647-8B42-CD52FA783575
A93004,PTM1466,Corallina,caespitosa,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",7FC7CCF6-CA1F-B744-96EF-4BDAA2B5A697
A93005,PTM1467,Corallina,caespitosa,Upper mid intertidal,"Patrick T. Martone, Katharine R. Hind",C2AA91D6-80E7-BD43-ABAF-EA4BC323BC44
A93006,PTM1468,Corallina,sp.,High intertidal,"Patrick T. Martone, Katharine R. Hind",375A8BF1-E3AB-D242-997E-0978837DFEB2
A93007,PTM1469,Corallina,caespitosa,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",D5587365-7826-8249-9A8A-2225A1AEE71F
A93008,PTM1470,Titanoderma,sp.,On Sargassum fusiforme,"Patrick T. Martone, Katharine R. Hind",A704B538-AF23-5F45-9420-10766CE16411
A93009,PTM1471,Corallina,caespitosa,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",39F7AFE0-72FE-0940-A698-61A2385B8A2A
A93010,PTM1472,Corallina,caespitosa,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",FC95FA34-815B-674C-B180-A31410CDA7BC
A93011,PTM1473,Corallina,melobesioides,Low intertidal,"Patrick T. Martone, Katharine R. Hind",0AD1D98A-BEBF-494A-930B-E65444EF6D22
A93012,PTM1474,Corallina,melobesioides,Low intertidal,"Patrick T. Martone, Katharine R. Hind",23A0E78A-1E14-8440-B12A-7BE0F635787D
A93013,PTM1475,Coralline,NA,High intertidal,"Patrick T. Martone, Katharine R. Hind",89016D48-2060-1D48-833F-1EAC0AC9A0DB
A93014,PTM1476,Coralline,NA,"Low intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",E3F9FDCC-603D-2746-AC7A-8124F2D716FB
A93015,PTM1477,Lithophyllum,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",B6972C49-CAB7-4243-BFBD-B20125041D01
A93016,PTM1478,Lithophyllum,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",23834DD8-9898-8942-8901-B255DBB29672
A93017,PTM1479,Phymatolithon,sp.,"Mid intertidal, under Sargassum fusiforme","Patrick T. Martone, Katharine R. Hind",B1E2508C-2D09-0F45-93BB-470D5DB97DDE
A93018,PTM1480,Amphiroa,anceps,Lower mid intertidal,"Patrick T. Martone, Katharine R. Hind",8FFA4A76-3B96-B045-93B7-3305C3BF3A79
A93019,PTM1481,Corallina,caespitosa,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",F944686F-A4FB-394D-84D7-7066D27BA463
A93020,PTM1482,Corallina,declinata,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",5A9A8644-3DA8-2D40-9030-0E0A18C5D432
A93021,PTM1483,Amphiroa,sp.,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",3C10976D-8B6E-3C47-A365-ED21E54B41C8
A93022,PTM1484,Corallina,caespitosa,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",5529387F-6BDD-5A4D-8FBE-EAA0C005C5A9
A93023,PTM1485,Corallina,caespitosa,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",4FE68C8B-9F38-014B-823C-F5B6C93C3856
A93024,PTM1486,Corallina,crassisima,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",4E0ED5EE-D5F3-3148-8A83-F4147840E422
A93025,PTM1487,Corallina,sp.,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",12844870-7913-D243-A43D-09A92D259AB0
A93026,PTM1488,Corallina,declinata,"Mid intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",35ED9FD2-A0BE-4645-9721-CC04D5D94C6C
A93027,PTM1489,Jania,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",351C19D8-2EE9-424C-98DF-E52129A72319
A93028,PTM1490,Corallina,crassisima,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",9315F766-A4E0-1B4A-9EA2-EB56649F0307
A93029,PTM1491,Coralline,NA,On Cladophora oharus (ephiphyte),"Patrick T. Martone, Katharine R. Hind",C7119161-A433-3345-BF78-A66B81B7DD6E
A93030,PTM1492,Lithophyllum,sp.,"High intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",CB5636FC-BB17-124D-9FDF-187DB4D11716
A93031,PTM1493,Phymatolithon,sp.,"High intertidal, in tidepool","Patrick T. Martone, Katharine R. Hind",9B100960-B10F-BD47-B4BC-16AA4FB9C28B
A93032,PTM1494,Coralline,NA, ,"Patrick T. Martone, Katharine R. Hind",F1BFC09B-9E92-CB43-92EA-9AF8DE75BF1F
A93033,PTM1495,Coralline,NA,On Neorhodomela sp.,"Patrick T. Martone, Katharine R. Hind",7CFF7AA1-41C4-C84B-938D-62EFCAED6293
A93034,PTM1496,Coralline,NA,On Neorhodomela sp.,"Patrick T. Martone, Katharine R. Hind",144EA96B-B683-9248-8153-C64B60F2900F
A93035,PTM1497,Polysiphonia,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",99F6FCCF-2902-F340-A5D6-D37A02A96A3B
A93036,PTM1498,Scinaia,confusa,Cast ashore,"Patrick T. Martone, Katharine R. Hind",180BD90A-8136-3A4F-BB92-355C6DDF313D
A93037,PTM1499,Lomentaria,hakodatensis,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",68C43D41-8E1E-3B4B-90BF-F3DE9B5CE1B8
A93038,PTM1500,Gloiocladia,laciniata,Cast ashore,"Patrick T. Martone, Katharine R. Hind",BB1D4E12-0A3C-7C4D-980B-2068F9AA4F1F
A93039,PTM1501,Gracilaria,pacifica,Low intertidal,"Patrick T. Martone, Katharine R. Hind",739A7323-3630-784B-947D-2D712A380265
A93040,PTM1502,Ceramium,pacificum,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",6CD461E9-C52A-474D-8856-2EC369F01BDA
A93041,PTM1503,Mastophora,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",9A54A130-6AC4-3148-ACD4-91BC551576A2
A93042,PTM1504,Jania,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",9AF0573F-253D-014E-9D03-2B6624CCB9A1
A93043,PTM1505,Alatocladia,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",B80F2480-2BB5-AE47-9D38-66418EDD25F7
A93044,PTM1506,Coralline,NA,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",7808F97C-FB9E-384E-8E4E-D32C654AD601
A93045,PTM1507,Corallina,caespitosa,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",8335F6A4-EC8D-1A43-9A43-D214C57A5E4F
A93046,PTM1508,Amphiroa,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",8CDB4B6D-1623-9342-9EE5-28A41C9229A7
A93047,PTM1509,Corallina,caespitosa,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",4C6EE52E-E34C-5A4A-A380-678CCDB96290
A93048,PTM1510,Corallina,caespitosa,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",2FF40D19-59FD-CD40-B62A-4DBD1D85C37C
A93049,PTM1511,Corallina,caespitosa,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",AEE47AF0-862F-6041-8FEE-82B83610C8E0
A93050,PTM1512,Corallina,sp.,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",C8C1D84A-39A2-7743-970A-2BF49F56FDB9
A93051,PTM1513,Coralline,NA,"Mid intertidal, on Pterocladiella sp.","Patrick T. Martone, Katharine R. Hind",589B3317-2619-6B46-925D-B7A08DCE9631
A93052,PTM1514,Coralline,NA,Mid intertidal,"Patrick T. Martone, Katharine R. Hind",D52D00B0-8A3D-0C4E-AF03-5011DFCB5E08
A93053,PTM1515,Jania,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",76A8EADC-CAC4-DA49-802A-41E61FB0BB0E
A93054,PTM1516,Corallina,caespitosa,Low intertidal,"Patrick T. Martone, Katharine R. Hind",36AE7043-0939-354B-BA18-505787EEB56F
A93055,PTM1517,Coralline,NA,Low intertidal,"Patrick T. Martone, Katharine R. Hind",EF19335C-7FEB-8440-857D-E7400890DE0C
